vid,framerate,MOS,MOS_raw
B101,29.97002997003,59.2431,59.2431
B102,29.97002997003,88.0219,88.0219
B103,30.0,25.2484,25.2484
B104,30.0,71.3464,71.3464
B105,29.97002997003,70.9,70.9
B106,29.97002997003,57.0578,57.0578
B107,29.97002997003,76.7188,76.7188
B108,30.0,85.7418,85.7418
B109,29.97002997003,79.3295,79.3295
B110,29.97002997003,77.6527,77.6527
B111,30.0,57.7553,57.7553
B112,30.0,56.3086,56.3086
B113,30.0,73.7705,73.7705
B114,29.97002997003,85.8129,85.8129
B115,30.0,39.1942,39.1942
B116,29.8507462686567,65.6578,65.6578
B117,30.0,70.7436,70.7436
B118,24.0,71.8769,71.8769
B119,30.0,69.3909,69.3909
B120,29.97002997003,82.9815,82.9815
B121,30.0,54.3529,54.3529
B122,29.97002997003,59.2645,59.2645
B123,30.0,76.6535,76.6535
B124,30.0,55.3564,55.3564
B125,30.0,52.9389,52.9389
B127,29.97002997003,58.382,58.382
B128,29.97002997003,59.2601,59.2601
B129,29.97002997003,38.2353,38.2353
B130,29.97,52.7733,52.7733
B131,29.97002997003,37.062,37.062
B132,20.027,42.6774,42.6774
B134,30.0,69.35,69.35
B135,29.97002997003,79.775,79.775
B136,29.97002997003,71.8718,71.8718
B137,30.0,47.1258,47.1258
B138,30.0,79.3155,79.3155
B140,29.97002997003,68.4787,68.4787
B141,29.97002997003,86.3333,86.3333
B142,30.0,64.9667,64.9667
B143,30.0,64.0795,64.0795
B144,29.97002997003,46.1283,46.1283
B145,29.97002997003,87.7442,87.7442
B146,29.8333333333333,62.9054,62.9054
B147,29.8333333333333,73.0254,73.0254
B148,29.9166666666667,27.5249,27.5249
B149,30.0,51.5759,51.5759
B150,29.8507462686567,58.6421,58.6421
B151,29.9166666666667,71.6954,71.6954
B152,23.919073800309,70.9887,70.9887
B154,29.9070010449321,49.736,49.736
B155,29.97002997003,43.4969,43.4969
B157,30.0,75.9554,75.9554
B158,29.97002997003,76.8757,76.8757
B160,29.834,34.3556,34.3556
B162,29.75,51.3829,51.3829
B163,29.785,45.5813,45.5813
B164,29.97002997003,83.1737,83.1737
B165,29.97002997003,67.3736,67.3736
B166,30.0,57.8166,57.8166
B167,30.0,14.8662,14.8662
B168,29.97002997003,56.3245,56.3245
B169,30.0,54.0769,54.0769
B170,29.9166666666667,35.8132,35.8132
B171,29.97002997003,89.7447,89.7447
B172,29.97002997003,75.619,75.619
B173,30.0,66.0171,66.0171
B175,29.9166666666667,38.6221,38.6221
B176,29.97002997003,68.9807,68.9807
B177,30.0,40.7351,40.7351
B178,30.0,61.3542,61.3542
B179,30.0,56.5635,56.5635
B180,29.97002997003,72.9946,72.9946
B181,29.8333333333333,38.5263,38.5263
B182,29.97002997003,82.9684,82.9684
B184,30.0,57.0256,57.0256
B185,30.0,65.4143,65.4143
B186,29.97002997003,64.5275,64.5275
B189,29.97002997003,49.8683,49.8683
B190,29.97,72.1381,72.1381
B191,29.97002997003,82.8227,82.8227
B192,30.0,55.6981,55.6981
B193,29.97002997003,70.5926,70.5926
B194,30.0,55.5238,55.5238
B196,30.0,50.7012,50.7012
B197,29.787,36.4242,36.4242
B198,29.97002997003,84.7438,84.7438
B199,29.97,76.1538,76.1538
B200,29.97002997003,36.2614,36.2614
B201,30.0,49.4186,49.4186
B202,29.97002997003,78.8095,78.8095
B203,29.97002997003,78.539,78.539
B204,29.97002997003,72.3743,72.3743
B205,30.0,63.2195,63.2195
B206,29.9166666666667,80.9784,80.9784
B207,29.97002997003,86.5106,86.5106
B208,25.25,74.1111,74.1111
B209,30.0,74.7753,74.7753
B210,29.97002997003,29.4167,29.4167
B211,29.97002997003,80.995,80.995
B212,29.4166666666667,71.6895,71.6895
B213,29.97002997003,85.9296,85.9296
B215,30.0,49.1789,49.1789
B216,30.0,85.8934,85.8934
B217,29.97002997003,37.7778,37.7778
B218,29.97002997003,89.0446,89.0446
B219,29.97002997003,78.0149,78.0149
B221,30.0,80.4144,80.4144
B222,24.0,34.2513,34.2513
B223,29.97002997003,60.6067,60.6067
B225,30.0,80.4624,80.4624
B227,29.97002997003,90.2448,90.2448
B228,30.0,71.1987,71.1987
B229,29.97002997003,73.8866,73.8866
B230,29.91,73.6337,73.6337
B231,29.97002997003,65.0412,65.0412
B232,29.8,65.1549,65.1549
B234,30.0,80.4612,80.4612
B235,30.0,68.4103,68.4103
B236,29.84,53.3737,53.3737
B237,30.0,70.1209,70.1209
B238,29.8507462686567,60.5058,60.5058
B240,29.842,67.1576,67.1576
B241,29.9166666666667,66.459,66.459
B242,30.0,71.6724,71.6724
B243,29.8507462686567,47.8021,47.8021
B244,30.0,63.5397,63.5397
B245,30.0,82.8444,82.8444
B246,30.0,56.3813,56.3813
B247,30.0,76.2626,76.2626
B248,29.97002997003,62.3922,62.3922
B249,30.0,69.7869,69.7869
B250,29.8507462686567,61.2128,61.2128
B253,30.0,72.1818,72.1818
B255,29.8333333333333,62.2424,62.2424
B259,29.97002997003,84.8989,84.8989
B260,24.0,6.22368,6.22368
B261,30.0,78.0125,78.0125
B262,29.97002997003,51.9461,51.9461
B263,30.0,64.4931,64.4931
B264,30.0,78.114,78.114
B265,30.0,74.4638,74.4638
B266,29.97002997003,88.24,88.24
B267,29.97002997003,62.3061,62.3061
B269,29.8333333333333,66.5404,66.5404
B271,30.0,84.2073,84.2073
B272,24.0,49.6404,49.6404
B273,30.0,53.4568,53.4568
B275,29.97002997003,79.0355,79.0355
B276,29.97002997003,83.5027,83.5027
B278,29.97002997003,70.3646,70.3646
B279,30.0,67.9827,67.9827
B281,29.97002997003,50.288,50.288
B282,29.9166666666667,70.8817,70.8817
B283,29.62,64.2865,64.2865
B284,29.97002997003,71.3248,71.3248
B285,29.97002997003,73.6837,73.6837
B287,30.0,70.2771,70.2771
B288,29.97002997003,82.4922,82.4922
B289,29.97002997003,84.8406,84.8406
B290,30.0,62.4348,62.4348
B293,30.0,78.2485,78.2485
B294,30.0,66.3431,66.3431
B295,29.97002997003,54.7539,54.7539
B296,29.937,63.203,63.203
B298,30.0,42.3916,42.3916
B299,30.0,72.21,72.21
B301,30.0,49.1242,49.1242
B302,29.97002997003,72.25,72.25
B303,24.0,18.8824,18.8824
B304,29.97002997003,91.7312,91.7312
B305,29.97002997003,66.0914,66.0914
B307,29.8333333333333,62.3543,62.3543
B308,30.0,82.8098,82.8098
B309,30.0,75.774,75.774
B310,30.0,85.1746,85.1746
B311,30.0,88.8258,88.8258
B313,30.0,89.2074,89.2074
B314,29.97002997003,94.2865,94.2865
B315,30.0,85.593,85.593
C001,29.9800796812749,84.2191,84.2191
D001,16.5665172279582,32.7293,32.7293
E001,30.0057818450067,51.6061,51.6061
F001,30.0200133422282,69.3289,69.3289
F002,29.978914829903,29.0101,29.0101
F003,29.9649742745147,40.2153,40.2153
F004,29.9951674452449,18.6163,18.6163
F006,29.97002997003,59.6044,59.6044
F007,29.9750208159867,42.7267,42.7267
G001,30.0,72.0884,72.0884
G002,30.0,47.5172,47.5172
G003,30.0,73.1593,73.1593
G004,30.0,76.068,76.068
G005,30.0,85.2933,85.2933
G006,30.0,72.881,72.881
G007,29.97002997003,87.2169,87.2169
G009,29.97002997003,72.7931,72.7931
G010,29.97002997003,68.4129,68.4129
G011,29.97002997003,24.7697,24.7697
G012,29.97002997003,51.3923,51.3923
G013,20.027,73.2679,73.2679
G014,29.97002997003,56.096,56.096
G015,29.97002997003,89.2513,89.2513
G017,30.0,75.1832,75.1832
G018,30.0,83.5848,83.5848
G020,30.0,60.6335,60.6335
G021,30.0,41.2703,41.2703
G022,30.0,58.5622,58.5622
G023,30.0,58.9406,58.9406
G026,30.0,54.4118,54.4118
G027,30.0,45.7368,45.7368
G028,30.0,61.3883,61.3883
G029,30.0,50.4835,50.4835
G030,29.97002997003,77.7895,77.7895
G031,29.97002997003,70.6823,70.6823
G032,29.97002997003,53.278,53.278
G033,29.97002997003,60.6505,60.6505
G034,29.97002997003,82.4354,82.4354
G035,29.97002997003,72.2569,72.2569
G036,29.97002997003,78.6898,78.6898
G037,29.97002997003,78.2783,78.2783
G038,29.97002997003,72.125,72.125
G039,29.97002997003,73.5789,73.5789
G040,29.97002997003,80.9306,80.9306
G041,29.8507462686567,43.7181,43.7181
G043,29.8333333333333,77.4279,77.4279
G044,29.7914597815293,74.9635,74.9635
G045,29.8507462686567,62.4847,62.4847
G047,30.0,70.1804,70.1804
G049,29.9166666666667,44.5829,44.5829
G051,30.0,75.6131,75.6131
G052,30.0,67.6825,67.6825
G053,30.0,74.3118,74.3118
G054,30.0,56.0,56.0
G055,30.0,63.478,63.478
G058,30.0,65.1421,65.1421
G059,30.0,38.0054,38.0054
G060,30.0,71.4348,71.4348
G061,30.0,73.8883,73.8883
G062,24.0,49.3832,49.3832
G063,20.1666666666667,29.0845,29.0845
G064,20.1666666666667,11.3333,11.3333
G065,24.25,68.6814,68.6814
G066,20.2020202020202,11.9079,11.9079
G067,29.8333333333333,57.2944,57.2944
G068,29.8507462686567,59.4638,59.4638
G069,29.8333333333333,66.1244,66.1244
G070,30.0,79.5904,79.5904
G071,30.0,48.3714,48.3714
G073,30.0,18.6333,18.6333
G075,29.851,64.293,64.293
G077,29.8333333333333,85.2383,85.2383
G078,29.8333333333333,81.5829,81.5829
G079,30.0,15.3576,15.3576
G080,29.9166666666667,26.2575,26.2575
G081,24.0,46.7325,46.7325
G082,29.97002997003,78.019,78.019
G083,29.97002997003,78.7753,78.7753
G084,30.0,59.3198,59.3198
G086,29.97002997003,41.3556,41.3556
G088,29.97002997003,56.0826,56.0826
G089,24.0,31.2638,31.2638
G090,29.97002997003,75.4464,75.4464
G091,29.97002997003,84.2475,84.2475
G092,29.97002997003,67.8351,67.8351
G094,29.97002997003,66.865,66.865
G095,29.97002997003,79.2192,79.2192
G096,29.97002997003,86.6243,86.6243
G097,29.97002997003,84.6976,84.6976
G098,29.97002997003,35.8556,35.8556
G099,29.97002997003,80.5632,80.5632
G100,30.0,80.0573,80.0573
G102,29.97002997003,67.75,67.75
G103,29.97002997003,81.3545,81.3545
G104,29.97002997003,86.1474,86.1474
G105,30.0,45.0703,45.0703
G106,29.97002997003,23.4251,23.4251
G107,30.0,49.2717,49.2717
G108,24.0,58.5988,58.5988
G110,30.0,83.5217,83.5217
G111,30.0,55.0282,55.0282
G112,30.0,74.3393,74.3393
G114,30.0,65.0532,65.0532
G115,29.97002997003,77.8551,77.8551
G118,29.97002997003,65.9,65.9
H001,30.0,63.6974,63.6974
H002,29.868,69.1073,69.1073
I001,29.97002997003,72.3462,72.3462
I003,29.946,69.5414,69.5414
J001,30.064,71.2778,71.2778
J003,30.088,60.4424,60.4424
J004,30.115,62.645,62.645
J005,27.207,24.1117,24.1117
K001,30.0,33.0114,33.0114
K002,29.95,53.9415,53.9415
L001,29.9800133244504,76.5463,76.5463
M001,30.0,36.9665,36.9665
M002,30.0,69.3081,69.3081
M003,30.0,21.1084,21.1084
O001,24.0119561607439,27.8,27.8
O002,25.2988047808765,31.0169,31.0169
P005,30.0,74.1421,74.1421
P006,30.0,54.2271,54.2271
P009,30.0,55.9663,55.9663
R001,30.0200133422282,72.4848,72.4848
