vid,framerate,MOS
13286356624,29.97002997,3.6
3516162818,29.97002997,3.6
3860380907,29.97002997,3.6
4375496636,29.97002997,3.6
5029525594,29.97002997,3.6
5067647428,29.97002997,3.6
5516081814,24.0,3.6
6106291030,23.97602398,3.6
7198853624,23.97602398,3.6
7358630018,23.97602398,3.6
7500126174,24.0,3.6
7703064692,29.97002997,3.6
8589300397,29.97002997,3.6
8965205906,29.97,3.6
9521557660,24.0,3.6
12893918213,29.97,3.599236641
5003956763,29.97002997,3.598455598
10657154643,29.97,3.58
5816132223,29.97002997,3.58
6249802707,29.97002997,3.58
7935377214,29.97002997,3.58
7986004475,25.0,3.58
8147563408,29.97002997,3.58
8476574247,29.97002997,3.58
8552723245,23.97602398,3.58
8610122536,29.97002997,3.58
9363436148,29.97,3.58
5678628993,29.97002997,3.567226891
13036222674,29.97,3.56
3647017501,23.97602398,3.56
4397381332,29.97002997,3.56
5690367902,29.97002997,3.56
5914289359,29.97002997,3.56
8957212602,29.97,3.56
9586728257,29.97,3.56
9830655414,29.97,3.56
12893008605,29.97,3.55465587
3488252741,23.97602398,3.54
3521396571,29.97002997,3.54
3860907449,24.0,3.54
4837816091,23.97602398,3.54
5215773911,29.97002997,3.54
5941263615,25.0,3.54
6368379561,29.97002997,3.54
7057951213,29.97002997,3.54
7360639566,29.97002997,3.54
8201673711,29.97002997,3.54
8487362151,29.97002997,3.54
8616015387,29.97002997,3.54
5583994811,29.97002997,3.529166667
4373113207,29.97002997,3.52
4642629203,23.97602398,3.52
5028474013,29.97002997,3.52
5307981340,29.97002997,3.52
5459565205,29.97002997,3.52
5465225347,29.97002997,3.52
5882410880,29.97002997,3.52
7585780552,29.97002997,3.52
12277706754,29.97,3.5
12412571563,29.97,3.5
3437816776,24.0,3.5
3459287580,23.97602398,3.5
4567868868,29.97002997,3.5
4942462682,29.97002997,3.5
5079146602,24.0,3.5
5379891328,29.97002997,3.5
5845660280,25.0,3.5
6272702003,29.97002997,3.5
6279406877,29.97002997,3.5
6907839104,23.97602398,3.5
7236880666,29.97002997,3.5
8491617830,23.97602398,3.5
4281436885,24.0,3.494339623
5564650233,29.97002997,3.484251969
5354932311,24.0,3.480314961
13196703974,25.0,3.48
4161747134,29.97002997,3.48
4733600732,29.97002997,3.48
4751595925,29.97002997,3.48
5052341075,23.97602398,3.48
5273433233,29.97002997,3.48
6095633507,29.97002997,3.48
6215522900,29.97002997,3.48
6849313907,29.97002997,3.48
7012065923,29.97002997,3.48
7287123594,29.97002997,3.48
8084631711,24.0,3.48
8495275628,29.97002997,3.48
8646170532,29.97002997,3.48
8921577578,29.97,3.48
4736973814,29.97002997,3.46
4801224837,24.0,3.46
5956380805,29.97002997,3.46
6340576433,29.97002997,3.46
7054450817,24.0,3.46
7425861358,29.97002997,3.46
8918155991,29.97,3.46
2999049224,29.97002997,3.44
3627681183,29.97002997,3.44
4743183444,29.97002997,3.44
4801560427,29.97002997,3.44
5357123491,23.97602398,3.44
5920289173,29.97002997,3.44
6411380421,29.97002997,3.44
7521145978,29.97002997,3.44
7622034108,29.97002997,3.44
8026448058,25.0,3.44
4088281204,29.97002997,3.43776824
10270536464,29.97,3.42
11920895013,29.97002997,3.42
4328729913,29.97002997,3.42
4877128768,29.97002997,3.42
5911601461,23.97602398,3.42
6621826551,29.97002997,3.42
7198246948,29.97002997,3.42
8178490084,29.97002997,3.42
8455309721,29.97002997,3.42
9633125766,29.97,3.42
9732912473,29.97,3.42
9969637164,29.97,3.42
10124821225,29.97,3.4
10249998364,23.976,3.4
11617643563,29.97002997,3.4
12823937005,29.97,3.4
4289215378,29.97002997,3.4
5902098420,29.97002997,3.4
6300501644,24.0,3.4
6350328925,23.97602398,3.4
6794539977,25.0,3.4
7146539585,29.97002997,3.4
7664727482,29.97002997,3.4
8097209231,29.97002997,3.4
8380926104,29.97002997,3.4
9277742312,29.97,3.4
6242642418,29.97002997,3.398373984
3699089579,24.0,3.38
5130906896,24.0,3.38
5245445672,29.97002997,3.38
5526460224,29.97002997,3.38
5541058845,29.97002997,3.38
5611452609,29.97002997,3.38
6319757818,29.97002997,3.38
7541374876,29.97002997,3.38
8424428827,29.97002997,3.38
8484812859,29.97002997,3.38
8716622241,29.97002997,3.38
9317770917,29.97,3.38
12276570315,24.0,3.365217391
12020933633,25.0,3.36
4931493432,29.97002997,3.36
5363205423,24.0,3.36
5641862023,29.97002997,3.36
5769119862,29.97002997,3.36
6012598017,29.97002997,3.36
6157684615,29.97002997,3.36
6416687735,29.97002997,3.36
6490001399,24.0,3.36
6811275923,23.97602398,3.36
8236900278,24.0,3.36
8548046708,23.97602398,3.36
9737640625,23.976,3.36
5455582932,29.97002997,3.352272727
11971608074,29.97002997,3.34
4337949901,24.0,3.34
5621520605,29.97002997,3.34
6304997355,29.97002997,3.34
8522230898,23.97602398,3.34
9434801897,25.0,3.34
9586935224,29.97,3.34
10340094005,29.97,3.32
11673027224,29.97002997,3.32
4260295122,29.97002997,3.32
4945025836,24.0,3.32
5023426388,29.97002997,3.32
5101801222,29.97002997,3.32
5579073175,25.0,3.32
5825661459,29.97002997,3.32
6041834062,29.97002997,3.32
6471207533,24.0,3.32
6866970306,29.97002997,3.32
8967888670,24.0,3.32
11082897705,29.97,3.3
12836715003,29.97,3.3
4391946048,29.97002997,3.3
5318369391,29.97002997,3.3
5512609909,29.97002997,3.3
6079632868,25.0,3.3
6291796040,29.97002997,3.3
6680559525,29.97002997,3.3
6865667129,29.97002997,3.3
6981897920,29.97002997,3.3
7700672030,29.97002997,3.3
7834396986,29.97002997,3.3
8031519344,29.97002997,3.3
8387302863,29.97002997,3.3
9659398278,29.97,3.3
11086166076,29.97,3.28
12816380173,23.97602398,3.28
4184711791,24.0,3.28
4729578673,29.97002997,3.28
5030830413,29.97002997,3.28
5127033299,29.97002997,3.28
5206708965,24.0,3.28
6444142351,29.97002997,3.28
6937597827,29.97002997,3.28
7547764246,29.97002997,3.28
8298917863,24.0,3.28
8541047953,29.97002997,3.28
9086621277,24.0,3.28
9726323401,29.97,3.272
5010279097,24.0,3.268907563
10655599784,29.97,3.26
12788630734,29.97002997,3.26
4323977167,29.97002997,3.26
5539585646,29.97002997,3.26
6381011947,29.97002997,3.26
6408909511,29.97002997,3.26
6660107279,29.97002997,3.26
6868748154,25.0,3.26
8193379879,24.0,3.26
7123482247,23.97602398,3.258064516
10408715786,29.97,3.253731343
11902527296,29.97002997,3.24
12989512873,23.976,3.24
4557456762,29.97002997,3.24
4987165854,29.97002997,3.24
6894958520,29.97002997,3.24
6935410837,25.0,3.24
8772282000,29.97002997,3.24
5900513019,29.97002997,3.231660232
10314276135,29.97,3.22
4542323058,29.97002997,3.22
4842303128,29.97002997,3.22
5026138416,29.97002997,3.22
6210381577,24.0,3.22
8240363350,29.97002997,3.22
8643275693,29.97002997,3.22
8717841410,29.97002997,3.22
13276560083,29.97002997,3.2
3482706595,29.97002997,3.2
4136131472,24.0,3.2
4281880002,24.0,3.2
4922109288,29.97002997,3.2
5066571585,29.97002997,3.2
5360118581,29.97002997,3.2
6669111911,29.97002997,3.2
8986658663,29.97,3.2
9085955167,29.97,3.2
12965735905,29.97,3.18
5040855662,29.97002997,3.18
5075205526,24.0,3.18
5214650735,29.97002997,3.18
6333567508,29.97002997,3.18
6995540661,29.97002997,3.18
8467238180,29.97002997,3.18
11944451643,29.97002997,3.16
4067736860,29.97002997,3.16
4652600104,29.97002997,3.16
5246827285,24.0,3.16
5467704373,29.97002997,3.16
5618829039,29.97002997,3.16
6100104774,29.97002997,3.16
6191735552,29.97002997,3.16
6571028091,29.97002997,3.16
8254380270,24.0,3.16
8435518163,29.97002997,3.16
8670600555,29.97002997,3.16
9195826668,29.97,3.16
9536307250,29.97,3.16
3240926995,29.97002997,3.1484375
3699539878,24.0,3.14
4202404174,29.97002997,3.14
4582086726,29.97002997,3.14
4979493912,29.97002997,3.14
5987864177,29.97002997,3.14
6109922367,29.97002997,3.14
8152764264,29.97002997,3.14
8156543755,29.97002997,3.14
8266961231,29.97002997,3.14
8281263977,29.97002997,3.14
5589046662,29.97002997,3.134453782
3664548641,24.0,3.121568627
10208239954,29.97,3.12
13042523904,29.97002997,3.12
13255378043,29.97002997,3.12
4809572333,23.97602398,3.12
4864754515,24.0,3.12
5590704113,29.97002997,3.12
5706858082,29.97002997,3.12
6047579133,29.97002997,3.12
6527804569,24.0,3.12
6582418637,29.97002997,3.12
6932519097,29.97002997,3.12
8056761129,29.97002997,3.12
8536800170,24.0,3.12
10602272313,29.97,3.1
10609570083,29.97,3.1
12626612584,29.97,3.1
12899309364,29.97,3.1
3015973424,23.97602398,3.1
4593126957,29.97002997,3.1
5143368697,29.97002997,3.1
5250183455,29.97002997,3.1
7520968610,29.97002997,3.1
7693986854,29.97002997,3.1
8039435442,29.97002997,3.1
3617102785,29.97002997,3.08
4491961485,24.0,3.08
4761429801,24.0,3.08
4867899444,29.97002997,3.08
4969714039,29.97002997,3.08
5115193359,29.97002997,3.08
5223525504,29.97002997,3.08
6104508040,29.97002997,3.08
6250048696,29.97002997,3.08
6338210961,29.97002997,3.08
6439107119,29.97002997,3.08
6867926575,29.97002997,3.08
8253260683,24.0,3.08
8565847545,29.97002997,3.08
11403577283,23.97602398,3.06
3431305644,24.0,3.06
4850105788,29.97002997,3.06
5458000924,29.97002997,3.06
5815295661,29.97002997,3.06
6060761361,29.97002997,3.06
8005708131,29.97002997,3.06
8124951690,29.97002997,3.06
9766188655,29.97,3.06
10838718774,29.97,3.04
3263720175,23.97602398,3.04
3321308714,23.97602398,3.04
3904711682,29.97002997,3.04
5218123691,24.0,3.04
5329960963,24.0,3.04
5633788395,29.97002997,3.04
5972627544,24.0,3.04
6671136435,29.97002997,3.04
6959318659,29.97002997,3.04
7548330816,23.97602398,3.04
9459232387,29.97,3.04
4414516665,25.0,3.02
4615948555,23.97602398,3.02
5479646341,29.97002997,3.02
5717841095,23.97602398,3.02
6021794037,29.97002997,3.02
6518466029,24.0,3.02
6971497024,29.97002997,3.02
7453163014,24.0,3.02
7526781566,29.97002997,3.02
7542896986,24.0,3.02
8072548302,29.97002997,3.02
8331470149,23.97602398,3.02
9089204842,23.976,3.02
9098899158,23.976,3.02
10838546955,29.97,3.0
12044525214,29.97,3.0
4723346787,29.97002997,3.0
4771991539,24.0,3.0
5218188823,24.0,3.0
5440091902,29.97002997,3.0
5622498540,29.97002997,3.0
5737374844,24.0,3.0
5996750151,24.0,3.0
6281135899,29.97002997,3.0
9425570317,24.0,3.0
12274927193,23.97602398,2.98
4956991827,29.97002997,2.98
6858182534,29.97002997,2.98
7402519316,29.97002997,2.98
7681404078,29.97002997,2.98
8007634384,29.97002997,2.98
8688311915,29.97002997,2.98
11913590004,24.0,2.96
4286406568,29.97002997,2.96
4870064087,29.97002997,2.96
5698463243,25.0,2.96
6775766604,29.97002997,2.96
6804829908,29.97002997,2.96
7897815844,29.97002997,2.96
8299847304,24.0,2.96
9908050493,29.97,2.96
4020832533,23.97602398,2.948616601
4932309592,29.97002997,2.94
5559135240,24.0,2.94
6638842709,29.97002997,2.94
6830500351,29.97002997,2.94
8223463984,29.97002997,2.94
8563986596,29.97002997,2.94
7208119980,29.97002997,2.93385214
12633847193,29.97,2.92
3218223446,29.97002997,2.92
3710887216,29.97002997,2.92
4453069241,29.97002997,2.92
6408210773,23.97602398,2.92
6694501209,29.97002997,2.92
7395710342,29.97002997,2.92
6849945228,23.97602398,2.91796875
12186470506,29.97002997,2.9
3715429501,29.97002997,2.9
4236199952,29.97002997,2.9
4971091773,24.0,2.9
5469530975,29.97002997,2.9
5823644068,24.0,2.9
5988574543,29.97002997,2.9
5999732346,24.0,2.9
7141804343,29.97002997,2.9
9144368303,23.976,2.9
3781419322,23.97602398,2.89787234
10521676086,29.97,2.88
12923454185,29.97002997,2.88
5170915466,29.97002997,2.88
5311187352,29.97002997,2.88
5490599661,29.97002997,2.88
5561000398,24.0,2.88
6065207696,29.97002997,2.88
6812860936,29.97002997,2.88
7122092993,29.97002997,2.88
9812197286,29.97,2.88
10128248563,29.97,2.86
12912266335,24.0,2.86
3930579113,29.97002997,2.86
4297535685,29.97002997,2.86
5653702857,29.97002997,2.86
5668795950,24.0,2.86
6062892973,29.97002997,2.86
6092433561,29.97002997,2.86
7005478889,23.97602398,2.86
7246583832,24.0,2.86
7381539666,29.97002997,2.86
8098521993,29.97002997,2.86
8842319020,23.976,2.86
4299787720,29.97002997,2.849802372
10691750555,23.976,2.84
12816958564,25.0,2.84
3583315023,24.0,2.84
5379210063,29.97002997,2.84
6320892865,23.97602398,2.84
6916420878,24.0,2.84
8366966088,29.97002997,2.84
8396734122,24.0,2.84
4901210888,29.97002997,2.82
5609569195,29.97002997,2.82
6135877141,24.0,2.82
6874423527,24.0,2.82
7556185878,24.0,2.82
7734422826,29.97002997,2.82
4956521693,29.97002997,2.8
8182593817,29.97002997,2.8
7532463480,29.97002997,2.792828685
11057110163,29.97002997,2.78
5003283158,29.97002997,2.78
6210062524,24.0,2.78
6879288904,24.0,2.78
7192436890,29.97002997,2.78
7633708420,23.97602398,2.78
8403451337,29.97002997,2.78
5322533709,29.97002997,2.76
6178882861,29.97002997,2.76
6324422954,29.97002997,2.76
8002170390,25.0,2.76
9382662040,24.0,2.76
4211514567,24.0,2.74
5012335397,29.97002997,2.74
5263261013,29.97002997,2.74
5754220740,24.0,2.74
5901642116,29.97002997,2.74
6058824138,29.97002997,2.74
6111574885,29.97002997,2.74
7173586391,23.97602398,2.74
7361913318,23.97602398,2.74
8459254855,29.97002997,2.74
8479364057,23.97602398,2.74
5295005655,24.0,2.72
6864942042,24.0,2.72
6867937233,29.97002997,2.72
6924551254,29.97002997,2.72
8531461869,24.0,2.72
8586743266,29.97002997,2.72
11367153336,29.97002997,2.7
3590551873,29.97002997,2.7
5893880541,23.97602398,2.7
6982428911,29.97002997,2.7
8215074237,24.0,2.7
8729448612,29.97,2.7
9248029519,29.97,2.7
5880475570,25.0,2.695652174
11425159465,29.97,2.68
3861648412,24.0,2.68
4626131441,23.97602398,2.68
5162398156,29.97002997,2.68
5203755303,29.97002997,2.68
5418971855,29.97002997,2.68
6554989029,24.0,2.68
6868246166,24.0,2.68
8689455432,29.97002997,2.68
9387089233,29.97,2.68
11925275803,29.97002997,2.66
13291575674,29.97002997,2.66
5694745216,24.0,2.66
5827345790,29.97002997,2.66
6059786344,29.97002997,2.66
6208528782,29.97002997,2.66
8230249635,29.97002997,2.66
12032110574,25.0,2.64
4565232312,29.97002997,2.64
4836718842,29.97002997,2.64
5110540070,29.97002997,2.64
6343817087,29.97002997,2.64
7959542546,24.0,2.64
8319369964,29.97002997,2.64
6073473868,24.0,2.62
6280406572,24.0,2.62
8667333526,25.0,2.62
8078127133,29.97002997,2.618867925
11435365925,29.97,2.6
5222599467,29.97002997,2.6
5369095478,29.97002997,2.6
6096558457,29.97002997,2.6
6346933640,23.97602398,2.6
6838572151,24.0,2.6
6971905222,29.97002997,2.6
7151780093,29.97002997,2.6
8078333220,29.97002997,2.6
5147152978,29.97002997,2.597609562
10238939436,23.976,2.58
12031712185,25.0,2.58
3591184129,29.97002997,2.58
5805360253,24.0,2.58
6215542986,29.97002997,2.58
8217524401,24.0,2.58
9524637688,29.97,2.58
4573314147,29.97002997,2.56
4642004278,29.97002997,2.56
4996677282,29.97002997,2.56
5266562897,29.97002997,2.56
6223104346,29.97002997,2.56
6724048499,29.97002997,2.56
7819697028,29.97002997,2.56
9651230522,29.97,2.56
4270576961,29.97002997,2.54
5409101281,29.97002997,2.54
5644303578,29.97002997,2.54
6024650797,29.97002997,2.54
8604343265,23.97602398,2.54
10411421606,29.97,2.52
4159445902,23.97602398,2.52
4889669313,29.97002997,2.52
5004709068,23.97602398,2.52
5621374631,29.97002997,2.52
5636445745,29.97002997,2.52
6294328198,29.97002997,2.52
6812062788,29.97002997,2.52
7938991482,29.97002997,2.52
5072411175,24.0,2.5
5493602442,24.0,2.5
5620430600,29.97002997,2.5
6015938306,29.97002997,2.5
8675766145,29.97002997,2.5
9298912586,24.0,2.5
3744752110,24.0,2.48
5319413177,24.0,2.48
5858864133,29.97002997,2.48
5941894437,29.97002997,2.48
6340146486,25.0,2.48
7177427229,23.97602398,2.48
8013211059,25.0,2.48
8317937019,29.97002997,2.48
8699104416,23.97602398,2.48
8731237129,24.0,2.48
4897814885,25.0,2.46
5550087163,29.97002997,2.46
5564209652,29.97002997,2.46
5668545266,24.0,2.46
6422437813,29.97002997,2.46
7708735292,24.0,2.46
8532196494,29.97002997,2.46
3561516939,29.97002997,2.44
3339387387,29.97002997,2.42
4866009712,29.97002997,2.42
5392736832,24.0,2.42
7495255120,23.97602398,2.42
8092884510,24.0,2.42
11359714186,29.97,2.4
12099271596,24.0,2.4
3343535739,29.97002997,2.4
4095112467,29.97002997,2.4
5020714258,23.97602398,2.4
5424989067,29.97002997,2.4
5850199057,29.97002997,2.4
5858312093,29.97002997,2.4
6096480589,29.97002997,2.4
6469679863,29.97002997,2.4
7897750494,24.0,2.4
8140107150,24.0,2.4
8281880253,24.0,2.4
8933125503,29.97,2.4
3504083604,29.97002997,2.38
4472493392,23.97602398,2.38
5865474554,29.97002997,2.38
7517202292,29.97002997,2.38
8415984918,23.97602398,2.38
4506003922,23.97602398,2.36
5107749210,29.97002997,2.36
8591330227,25.0,2.36
8635322862,29.97002997,2.36
9717753449,23.976,2.36
3763235915,24.0,2.343873518
12387439244,29.97,2.34
4258186896,29.97002997,2.34
7550224002,24.0,2.34
10404182556,29.97,2.32
4773686738,29.97002997,2.32
4970919913,24.0,2.32
5133219451,24.0,2.32
6270222640,29.97002997,2.32
7175971942,29.97002997,2.32
7287459080,29.97002997,2.32
8304230962,24.0,2.32
8632107216,29.97002997,2.32
10127250986,29.97,2.3
4629711727,24.0,2.3
5266882983,29.97002997,2.3
5412442677,29.97002997,2.3
5777975441,29.97002997,2.3
5869559051,29.97002997,2.3
8478531549,29.97002997,2.3
11469243925,29.97,2.28
3533765114,24.0,2.28
4735334918,29.97002997,2.28
6329730783,24.0,2.28
7390590300,23.97602398,2.28
8251526312,29.97002997,2.28
8440795977,29.97002997,2.28
8479579728,29.97002997,2.28
11237101334,24.0,2.26
4206970561,23.97602398,2.26
4966446054,24.0,2.26
5093919014,29.97002997,2.26
5134417428,29.97002997,2.26
5419510404,25.0,2.26
8729280042,24.0,2.26
9234105504,23.976,2.26
9256674744,29.97,2.26
6629527951,24.0,2.25498008
6740483069,29.97002997,2.2421875
3374751086,23.97602398,2.24
4005506137,23.97602398,2.24
4915461487,24.0,2.24
5208145791,29.97002997,2.24
5310216885,29.97002997,2.24
5453773681,29.97002997,2.24
5806274886,24.0,2.24
5553355582,29.97002997,2.22
6123040072,24.0,2.22
8320880668,24.0,2.22
8433382995,23.97602398,2.22
9189459433,25.0,2.22
9455400456,24.0,2.22
4866613201,29.97002997,2.2
5031142078,24.0,2.2
6173852301,29.97002997,2.2
8731159058,29.97,2.2
5044148124,29.97002997,2.18
5460258278,29.97002997,2.18
7962972726,29.97002997,2.18
8278672659,23.97602398,2.18
8685321568,24.0,2.18
11061444876,29.97002997,2.16
12461764004,23.97602398,2.16
4820762619,29.97002997,2.16
5115335471,29.97002997,2.16
5819852885,29.97002997,2.16
8324243833,29.97002997,2.16
5078125268,29.97002997,2.14
6346026937,23.97602398,2.14
5134310379,29.97002997,2.12
8069024908,29.97002997,2.12
9136867624,29.97,2.12
7917797604,29.97002997,2.105660377
10625504535,29.97,2.1
8477990214,24.0,2.1
9000209228,25.0,2.1
8554748075,23.97602398,2.089068826
5625415555,23.97602398,2.08
7651248048,24.0,2.08
8336226077,29.97002997,2.08
8372557828,29.97002997,2.08
9618443862,29.97,2.08
10716218856,23.976,2.06
4639129836,29.97002997,2.06
4959664675,24.0,2.06
5733977738,24.0,2.06
6212970517,29.97002997,2.06
7123683275,24.0,2.06
7171297739,23.97602398,2.06
8195899669,29.97002997,2.06
9427595515,29.97,2.06
5460445525,24.0,2.04
5506184490,29.97002997,2.04
5956265529,29.97002997,2.04
6120978816,24.0,2.04
8582023917,29.97002997,2.04
8663100289,24.0,2.034883721
6749780445,29.97002997,2.02
7545358086,24.0,2.02
8110008288,24.0,2.02
8527434285,29.97002997,2.02
4907486229,29.97002997,2.0
6008700446,29.97002997,2.0
8592011515,24.0,2.0
8339870239,24.0,1.992063492
4991520511,29.97002997,1.98
8257892715,29.97002997,1.98
4677538291,29.97002997,1.96
4933934170,29.97002997,1.96
6299595444,29.97002997,1.96
5504464599,24.0,1.94
6131895268,29.97002997,1.94
9814654176,29.97,1.94
7495449440,29.97002997,1.92
8017059368,29.97002997,1.907172996
6661657005,29.97002997,1.9
7983363078,24.0,1.9
10417424703,29.97,1.88
6783810490,29.97002997,1.88
11095294653,29.97,1.86
3770747002,29.97002997,1.86
5935222726,29.97002997,1.86
7848940332,29.97002997,1.86
4879585643,29.97002997,1.84
5043852749,29.97002997,1.84
5150451769,25.0,1.84
10694139655,23.976,1.82
4321531777,29.97002997,1.82
6275674780,24.0,1.82
6323632937,24.0,1.82
9058636581,29.97,1.82
12567402335,29.97,1.8
6268574586,23.97602398,1.8
6497033987,29.97002997,1.8
6792979288,24.0,1.78
7863416600,29.97002997,1.78
7978973307,29.97002997,1.78
4834450895,29.97002997,1.74
5266893553,29.97002997,1.74
5475555707,29.97002997,1.74
5542380796,24.0,1.72
5993312864,29.97002997,1.72
6369679907,29.97002997,1.72
10178280003,29.97,1.7
10650618913,29.97,1.7
4627984833,29.97002997,1.7
6223028206,29.97002997,1.68
7558781186,25.0,1.68
8643336872,29.97002997,1.68
4177089041,29.97002997,1.66
8222762296,29.97002997,1.66
10132105415,29.97,1.64
4472730048,29.97002997,1.622406639
6985991227,29.97002997,1.62
6079875162,29.97002997,1.6
3887621073,29.97002997,1.58
4265470174,29.97002997,1.56
5570426341,24.0,1.56
3471567822,29.97002997,1.52
6184163826,29.97002997,1.52
9369433766,23.976,1.52
10925288616,24.0,1.46
6807638360,24.0,1.46
8483400755,29.97002997,1.46
4744073127,29.97002997,1.42
8724380666,29.97002997,1.4
5319047612,29.97002997,1.346863469
6408325533,29.97002997,1.26
