vid,framerate,MOS,MOS_raw
yfcc-batch1/31,29.97002997002997,86.5454545454545,86.5454545454545
yfcc-batch1/40,25.0,76.8611111111111,76.8611111111111
yfcc-batch1/45,29.97,82.8529411764706,82.8529411764706
yfcc-batch1/41,29.97,41.0909090909091,41.0909090909091
yfcc-batch1/51,29.97,72.0645161290323,72.0645161290323
yfcc-batch1/58,23.976023976023978,76.4848484848485,76.4848484848485
yfcc-batch1/57,25.0,57.31428571428571,57.31428571428571
yfcc-batch1/70,25.0,84.8888888888889,84.8888888888889
yfcc-batch1/71,25.0,84.5483870967742,84.5483870967742
yfcc-batch1/72,29.97,61.1081081081081,61.1081081081081
yfcc-batch1/80,29.97002997002997,53.72222222222221,53.72222222222221
yfcc-batch1/79,29.97002997002997,65.28125,65.28125
yfcc-batch1/85,29.97,80.0,80.0
yfcc-batch1/87,29.97,78.6666666666667,78.6666666666667
yfcc-batch1/90,25.0,57.5294117647059,57.5294117647059
yfcc-batch1/89,29.97,78.90625,78.90625
yfcc-batch1/96,24.0,66.4516129032258,66.4516129032258
yfcc-batch1/102,23.976023976023978,40.6857142857143,40.6857142857143
yfcc-batch1/103,24.0,65.0,65.0
yfcc-batch1/100,23.976023976023978,77.7837837837838,77.7837837837838
yfcc-batch1/111,29.97,48.84375,48.84375
yfcc-batch1/109,25.0,82.3103448275862,82.3103448275862
yfcc-batch1/105,29.97002997002997,63.3030303030303,63.3030303030303
yfcc-batch1/106,23.976023976023978,44.0882352941177,44.0882352941177
yfcc-batch1/112,29.97,52.17142857142861,52.17142857142861
yfcc-batch1/113,29.97,73.78125,73.78125
yfcc-batch1/117,24.0,64.26923076923079,64.26923076923079
yfcc-batch1/122,29.97002997002997,44.9285714285714,44.9285714285714
yfcc-batch1/130,29.97,57.28125,57.28125
yfcc-batch1/133,29.97,50.475,50.475
yfcc-batch1/131,29.97002997002997,73.05405405405409,73.05405405405409
yfcc-batch1/139,29.97,70.8571428571429,70.8571428571429
yfcc-batch1/138,29.97002997002997,79.448275862069,79.448275862069
yfcc-batch1/140,29.97002997002997,70.0,70.0
yfcc-batch1/137,29.97002997002997,72.11428571428571,72.11428571428571
yfcc-batch1/144,24.0,71.0,71.0
yfcc-batch1/146,29.97,68.4545454545455,68.4545454545455
yfcc-batch1/145,29.97,35.3529411764706,35.3529411764706
yfcc-batch1/141,29.97002997002997,59.1666666666667,59.1666666666667
yfcc-batch1/147,29.97,70.258064516129,70.258064516129
yfcc-batch1/149,29.97,76.0322580645161,76.0322580645161
yfcc-batch1/153,23.976023976023978,68.1666666666667,68.1666666666667
yfcc-batch1/148,29.97,68.0,68.0
yfcc-batch1/150,24.0,64.1111111111111,64.1111111111111
yfcc-batch1/156,29.97,55.21875,55.21875
yfcc-batch1/157,29.97,66.10714285714289,66.10714285714289
yfcc-batch1/160,24.0,60.8055555555556,60.8055555555556
yfcc-batch1/155,24.0,77.2258064516129,77.2258064516129
yfcc-batch1/158,29.97,61.1428571428571,61.1428571428571
yfcc-batch1/162,24.0,64.3243243243243,64.3243243243243
yfcc-batch1/167,29.97,62.53125,62.53125
yfcc-batch1/165,24.0,70.7777777777778,70.7777777777778
yfcc-batch1/161,24.0,72.2285714285714,72.2285714285714
yfcc-batch1/164,29.97,70.2432432432432,70.2432432432432
yfcc-batch1/166,29.97,68.25,68.25
yfcc-batch1/169,29.97,65.3125,65.3125
yfcc-batch1/175,25.0,62.59375,62.59375
yfcc-batch1/174,29.97,75.1875,75.1875
yfcc-batch1/168,29.97,67.4,67.4
yfcc-batch1/170,29.97,60.921052631579,60.921052631579
yfcc-batch1/182,24.0,50.6388888888889,50.6388888888889
yfcc-batch1/184,29.97,68.1290322580645,68.1290322580645
yfcc-batch1/183,29.97,69.9,69.9
yfcc-batch1/188,29.97,68.85294117647061,68.85294117647061
yfcc-batch1/185,29.97002997002997,70.5405405405405,70.5405405405405
yfcc-batch1/191,24.0,44.96875,44.96875
yfcc-batch1/189,24.0,78.7741935483871,78.7741935483871
yfcc-batch1/186,29.97,65.4,65.4
yfcc-batch1/190,29.97002997002997,62.612903225806505,62.612903225806505
yfcc-batch1/199,29.97002997002997,68.7575757575758,68.7575757575758
yfcc-batch1/194,24.0,32.1875,32.1875
yfcc-batch1/196,29.97002997002997,65.3333333333333,65.3333333333333
yfcc-batch1/193,24.0,7.5,7.5
yfcc-batch1/197,24.0,41.9428571428571,41.9428571428571
yfcc-batch1/195,24.0,50.6451612903226,50.6451612903226
yfcc-batch1/198,29.97,80.44444444444441,80.44444444444441
yfcc-batch1/202,24.0,64.9705882352941,64.9705882352941
yfcc-batch1/206,24.0,60.0,60.0
yfcc-batch1/200,24.0,49.743589743589794,49.743589743589794
yfcc-batch1/214,25.0,84.0,84.0
yfcc-batch1/212,25.0,82.9655172413793,82.9655172413793
yfcc-batch1/215,25.0,80.2058823529412,80.2058823529412
yfcc-batch1/208,25.0,80.55263157894741,80.55263157894741
yfcc-batch1/209,24.0,62.1,62.1
yfcc-batch1/210,25.0,80.1388888888889,80.1388888888889
yfcc-batch1/218,29.97,55.151515151515206,55.151515151515206
yfcc-batch1/216,25.0,79.4285714285714,79.4285714285714
yfcc-batch1/217,29.97,65.625,65.625
yfcc-batch1/223,29.97,66.2,66.2
yfcc-batch1/227,24.0,48.3939393939394,48.3939393939394
yfcc-batch1/233,29.97002997002997,60.0,60.0
yfcc-batch1/238,29.97,62.1612903225807,62.1612903225807
yfcc-batch1/239,29.97,51.0909090909091,51.0909090909091
yfcc-batch1/240,29.97,66.6969696969697,66.6969696969697
yfcc-batch1/241,29.97,51.90625,51.90625
yfcc-batch1/247,24.0,72.08571428571429,72.08571428571429
yfcc-batch1/242,29.97,58.88571428571429,58.88571428571429
yfcc-batch1/244,24.0,57.9354838709677,57.9354838709677
yfcc-batch1/246,24.0,67.91176470588239,67.91176470588239
yfcc-batch1/255,29.97002997002997,68.0,68.0
yfcc-batch1/254,29.97,71.258064516129,71.258064516129
yfcc-batch1/257,29.97002997002997,70.58064516129029,70.58064516129029
yfcc-batch1/256,29.97002997002997,69.2352941176471,69.2352941176471
yfcc-batch1/264,25.0,37.6176470588235,37.6176470588235
yfcc-batch1/265,29.97002997002997,71.14814814814821,71.14814814814821
yfcc-batch1/267,29.97002997002997,72.9375,72.9375
yfcc-batch1/269,25.0,59.90625,59.90625
yfcc-batch1/277,29.97002997002997,72.0625,72.0625
yfcc-batch1/275,24.0,70.6969696969697,70.6969696969697
yfcc-batch1/280,24.0,55.0666666666667,55.0666666666667
yfcc-batch1/285,29.97,64.6153846153846,64.6153846153846
yfcc-batch1/281,23.976023976023978,47.28125,47.28125
yfcc-batch1/284,29.97002997002997,77.48148148148151,77.48148148148151
yfcc-batch1/282,29.97002997002997,72.4848484848485,72.4848484848485
yfcc-batch1/287,25.0,62.2,62.2
yfcc-batch1/295,25.0,77.52941176470591,77.52941176470591
yfcc-batch1/294,29.97,72.51612903225809,72.51612903225809
yfcc-batch1/293,24.0,45.2285714285714,45.2285714285714
yfcc-batch1/300,24.0,56.4117647058824,56.4117647058824
yfcc-batch1/299,25.0,62.612903225806505,62.612903225806505
yfcc-batch1/301,24.0,72.375,72.375
yfcc-batch1/297,24.0,55.67647058823529,55.67647058823529
yfcc-batch1/302,25.0,67.5277777777778,67.5277777777778
yfcc-batch1/298,25.0,45.7037037037037,45.7037037037037
yfcc-batch1/307,29.97002997002997,62.6111111111111,62.6111111111111
yfcc-batch1/305,29.97002997002997,63.2702702702703,63.2702702702703
yfcc-batch1/309,29.97002997002997,68.35,68.35
yfcc-batch1/308,29.97002997002997,71.21875,71.21875
yfcc-batch1/306,29.97002997002997,71.9354838709677,71.9354838709677
yfcc-batch1/312,25.0,84.84375,84.84375
yfcc-batch1/315,25.0,49.5454545454546,49.5454545454546
yfcc-batch1/317,29.97002997002997,48.5862068965517,48.5862068965517
yfcc-batch1/316,25.0,67.09375,67.09375
yfcc-batch1/323,29.97002997002997,83.7647058823529,83.7647058823529
yfcc-batch1/320,29.97,67.8666666666667,67.8666666666667
yfcc-batch1/321,24.0,37.085714285714296,37.085714285714296
yfcc-batch1/325,24.0,71.2571428571428,71.2571428571428
yfcc-batch1/322,29.97,63.0,63.0
yfcc-batch1/332,29.97002997002997,39.0909090909091,39.0909090909091
yfcc-batch1/328,29.97002997002997,62.2258064516129,62.2258064516129
yfcc-batch1/333,29.97002997002997,61.6071428571429,61.6071428571429
yfcc-batch1/327,29.97002997002997,55.6176470588235,55.6176470588235
yfcc-batch1/330,29.97002997002997,50.6666666666667,50.6666666666667
yfcc-batch1/336,29.97002997002997,60.78571428571429,60.78571428571429
yfcc-batch1/340,23.976023976023978,76.1612903225806,76.1612903225806
yfcc-batch1/337,23.976023976023978,88.1428571428571,88.1428571428571
yfcc-batch1/335,29.97002997002997,54.4242424242424,54.4242424242424
yfcc-batch1/339,23.976023976023978,81.9032258064516,81.9032258064516
yfcc-batch1/338,23.976023976023978,83.3030303030303,83.3030303030303
yfcc-batch1/344,23.976023976023978,80.53125,80.53125
yfcc-batch1/343,23.976023976023978,87.05555555555559,87.05555555555559
yfcc-batch1/342,23.976023976023978,79.15625,79.15625
yfcc-batch1/347,29.97,58.4242424242424,58.4242424242424
yfcc-batch1/354,29.97002997002997,64.28571428571429,64.28571428571429
yfcc-batch1/353,29.97002997002997,75.875,75.875
yfcc-batch1/348,29.97,61.1818181818182,61.1818181818182
yfcc-batch1/352,29.97002997002997,43.4838709677419,43.4838709677419
yfcc-batch1/360,24.0,53.3793103448276,53.3793103448276
yfcc-batch1/361,23.976023976023978,63.866666666666696,63.866666666666696
yfcc-batch1/358,24.0,52.5,52.5
yfcc-batch1/364,24.0,49.375,49.375
yfcc-batch1/368,29.97002997002997,80.4375,80.4375
yfcc-batch1/366,29.97002997002997,72.2,72.2
yfcc-batch1/365,24.0,66.054054054054,66.054054054054
yfcc-batch1/371,29.97002997002997,42.257142857142895,42.257142857142895
yfcc-batch1/374,29.97,51.3125,51.3125
yfcc-batch1/369,24.0,55.46875,55.46875
yfcc-batch1/373,29.97,48.8125,48.8125
yfcc-batch1/370,24.0,42.0769230769231,42.0769230769231
yfcc-batch1/381,25.0,57.90625,57.90625
yfcc-batch1/378,29.97,61.0,61.0
yfcc-batch1/379,29.97,65.14285714285711,65.14285714285711
yfcc-batch1/387,29.97002997002997,50.31428571428571,50.31428571428571
yfcc-batch1/383,29.97002997002997,82.02857142857141,82.02857142857141
yfcc-batch1/386,24.0,61.030303030303,61.030303030303
yfcc-batch1/384,29.97,56.7105263157895,56.7105263157895
yfcc-batch1/391,29.97,66.91428571428571,66.91428571428571
yfcc-batch1/393,29.97,73.32352941176471,73.32352941176471
yfcc-batch1/398,29.97002997002997,64.05,64.05
yfcc-batch1/395,29.97,76.24242424242429,76.24242424242429
yfcc-batch1/397,29.97,60.63636363636361,60.63636363636361
yfcc-batch1/401,25.0,75.09375,75.09375
yfcc-batch1/400,29.97,41.3548387096774,41.3548387096774
yfcc-batch1/404,29.97,75.3333333333333,75.3333333333333
yfcc-batch1/412,29.97002997002997,58.1621621621622,58.1621621621622
yfcc-batch1/409,29.97002997002997,55.1785714285714,55.1785714285714
yfcc-batch1/410,29.97,43.9428571428571,43.9428571428571
yfcc-batch1/407,29.97,55.67647058823529,55.67647058823529
yfcc-batch1/420,25.0,70.0666666666667,70.0666666666667
yfcc-batch1/415,29.97,72.02857142857141,72.02857142857141
yfcc-batch1/418,29.97,66.0277777777778,66.0277777777778
yfcc-batch1/427,29.97,69.1176470588235,69.1176470588235
yfcc-batch1/423,29.97002997002997,60.96428571428571,60.96428571428571
yfcc-batch1/421,24.0,42.4838709677419,42.4838709677419
yfcc-batch1/425,24.0,31.8666666666667,31.8666666666667
yfcc-batch1/422,25.0,79.3636363636364,79.3636363636364
yfcc-batch1/435,29.97002997002997,47.4571428571429,47.4571428571429
yfcc-batch1/431,29.97002997002997,73.4324324324324,73.4324324324324
yfcc-batch1/434,29.97002997002997,60.612903225806505,60.612903225806505
yfcc-batch1/441,29.97,52.34375,52.34375
yfcc-batch1/442,29.97,39.551724137931,39.551724137931
yfcc-batch1/444,29.97002997002997,58.2758620689655,58.2758620689655
yfcc-batch1/443,29.97002997002997,63.82857142857139,63.82857142857139
yfcc-batch1/449,29.97,67.0,67.0
yfcc-batch1/457,29.97,63.39473684210521,63.39473684210521
yfcc-batch1/458,29.97,68.6969696969697,68.6969696969697
yfcc-batch1/454,25.0,68.65625,68.65625
yfcc-batch1/452,24.0,53.322580645161295,53.322580645161295
yfcc-batch1/451,29.97002997002997,45.485714285714295,45.485714285714295
yfcc-batch1/450,29.97,69.8965517241379,69.8965517241379
yfcc-batch1/464,29.97,69.3103448275862,69.3103448275862
yfcc-batch1/466,29.97,64.9393939393939,64.9393939393939
yfcc-batch1/470,29.97002997002997,71.8387096774194,71.8387096774194
yfcc-batch1/469,29.97,60.90625,60.90625
yfcc-batch1/471,29.97002997002997,66.69230769230771,66.69230769230771
yfcc-batch1/476,15.0,71.5,71.5
yfcc-batch1/473,25.0,67.3703703703704,67.3703703703704
yfcc-batch1/480,24.0,56.0,56.0
yfcc-batch1/479,24.0,72.5,72.5
yfcc-batch1/485,29.97002997002997,67.6333333333333,67.6333333333333
yfcc-batch1/490,29.97,45.55882352941179,45.55882352941179
yfcc-batch1/486,23.976023976023978,49.7878787878788,49.7878787878788
yfcc-batch1/497,25.0,69.2413793103448,69.2413793103448
yfcc-batch1/491,29.97,72.0689655172414,72.0689655172414
yfcc-batch1/501,29.97,46.32352941176471,46.32352941176471
yfcc-batch1/506,25.0,77.53125,77.53125
yfcc-batch1/508,29.97,67.5925925925926,67.5925925925926
yfcc-batch1/505,29.97002997002997,32.294117647058805,32.294117647058805
yfcc-batch1/509,29.97,69.4571428571429,69.4571428571429
yfcc-batch1/517,29.97,74.2058823529412,74.2058823529412
yfcc-batch1/512,29.97,56.73529411764712,56.73529411764712
yfcc-batch1/534,25.0,72.82352941176471,72.82352941176471
yfcc-batch1/537,29.97,59.0909090909091,59.0909090909091
yfcc-batch1/536,12.0,30.2941176470588,30.2941176470588
yfcc-batch1/543,25.0,70.21428571428571,70.21428571428571
yfcc-batch1/545,25.0,65.5555555555556,65.5555555555556
yfcc-batch1/541,25.0,74.3,74.3
yfcc-batch1/544,25.0,68.0,68.0
yfcc-batch1/547,23.976023976023978,63.6176470588235,63.6176470588235
yfcc-batch1/546,23.976023976023978,38.6666666666667,38.6666666666667
yfcc-batch1/557,29.97002997002997,59.74285714285711,59.74285714285711
yfcc-batch1/554,24.0,51.5,51.5
yfcc-batch1/558,29.97002997002997,59.57142857142861,59.57142857142861
yfcc-batch1/559,29.97002997002997,58.2121212121212,58.2121212121212
yfcc-batch1/561,29.97,73.5625,73.5625
yfcc-batch1/560,24.0,56.264705882352885,56.264705882352885
yfcc-batch1/566,29.97,53.448275862069,53.448275862069
yfcc-batch1/569,29.97,49.0,49.0
yfcc-batch1/565,23.976023976023978,68.5142857142857,68.5142857142857
yfcc-batch1/571,23.976023976023978,51.4333333333333,51.4333333333333
yfcc-batch1/572,24.0,56.6111111111111,56.6111111111111
yfcc-batch1/574,29.97002997002997,62.78571428571429,62.78571428571429
yfcc-batch1/583,25.0,68.0909090909091,68.0909090909091
yfcc-batch1/589,29.97,73.3571428571429,73.3571428571429
yfcc-batch1/586,29.97,57.7878787878788,57.7878787878788
yfcc-batch1/588,25.0,51.3103448275862,51.3103448275862
yfcc-batch1/585,29.97,72.4137931034483,72.4137931034483
yfcc-batch1/591,29.97,60.1818181818182,60.1818181818182
yfcc-batch1/593,29.97,53.0555555555556,53.0555555555556
yfcc-batch1/594,29.97,72.4285714285714,72.4285714285714
yfcc-batch1/602,24.0,72.84848484848479,72.84848484848479
yfcc-batch1/600,29.97002997002997,72.0,72.0
yfcc-batch1/601,24.0,76.1785714285714,76.1785714285714
yfcc-batch1/608,29.97002997002997,54.8,54.8
yfcc-batch1/606,29.97002997002997,74.4848484848485,74.4848484848485
yfcc-batch1/604,29.97002997002997,53.17647058823529,53.17647058823529
yfcc-batch1/609,25.0,73.0322580645161,73.0322580645161
yfcc-batch1/616,29.97,52.0285714285714,52.0285714285714
yfcc-batch1/615,24.0,60.5625,60.5625
yfcc-batch1/614,29.97002997002997,72.1,72.1
yfcc-batch1/619,29.97002997002997,52.151515151515206,52.151515151515206
yfcc-batch1/621,29.97002997002997,55.46875,55.46875
yfcc-batch1/622,29.97002997002997,65.5151515151515,65.5151515151515
yfcc-batch1/623,29.97002997002997,59.4285714285714,59.4285714285714
yfcc-batch1/625,25.0,56.8333333333333,56.8333333333333
yfcc-batch1/628,29.97002997002997,59.28125,59.28125
yfcc-batch1/630,25.0,82.7096774193548,82.7096774193548
yfcc-batch1/635,24.0,54.3,54.3
yfcc-batch1/636,24.0,55.77777777777778,55.77777777777778
yfcc-batch1/643,24.0,69.46875,69.46875
yfcc-batch1/641,29.97002997002997,58.57142857142861,58.57142857142861
yfcc-batch1/639,24.0,60.264705882352885,60.264705882352885
yfcc-batch1/638,24.0,46.5,46.5
yfcc-batch1/651,29.97002997002997,76.5666666666667,76.5666666666667
yfcc-batch1/648,24.0,65.64285714285711,65.64285714285711
yfcc-batch1/650,29.97002997002997,75.96428571428571,75.96428571428571
yfcc-batch1/652,29.97002997002997,80.9090909090909,80.9090909090909
yfcc-batch1/653,23.976023976023978,90.5172413793104,90.5172413793104
yfcc-batch1/656,29.97,78.6363636363636,78.6363636363636
yfcc-batch1/658,24.0,67.34482758620689,67.34482758620689
yfcc-batch1/659,24.0,59.4838709677419,59.4838709677419
yfcc-batch1/661,24.0,65.4848484848485,65.4848484848485
yfcc-batch1/667,24.0,67.1,67.1
yfcc-batch1/665,24.0,70.5135135135135,70.5135135135135
yfcc-batch1/670,24.0,58.4848484848485,58.4848484848485
yfcc-batch1/669,24.0,65.1785714285714,65.1785714285714
yfcc-batch1/666,24.0,40.4848484848485,40.4848484848485
yfcc-batch1/671,24.0,63.921052631579,63.921052631579
yfcc-batch1/668,24.0,70.9189189189189,70.9189189189189
yfcc-batch1/664,25.0,69.5,69.5
yfcc-batch1/674,25.0,83.4411764705882,83.4411764705882
yfcc-batch1/678,25.0,86.3939393939394,86.3939393939394
yfcc-batch1/673,29.97002997002997,84.9677419354839,84.9677419354839
yfcc-batch1/679,25.0,85.3666666666667,85.3666666666667
yfcc-batch1/677,25.0,81.9677419354839,81.9677419354839
yfcc-batch1/675,25.0,85.2121212121212,85.2121212121212
yfcc-batch1/681,25.0,74.6571428571429,74.6571428571429
yfcc-batch1/683,25.0,88.61764705882351,88.61764705882351
yfcc-batch1/680,25.0,82.6774193548387,82.6774193548387
yfcc-batch1/682,25.0,85.4137931034483,85.4137931034483
yfcc-batch1/684,29.97002997002997,62.0625,62.0625
yfcc-batch1/685,29.97002997002997,77.78125,77.78125
yfcc-batch1/690,25.0,71.1875,71.1875
yfcc-batch1/692,29.97002997002997,68.46875,68.46875
yfcc-batch1/695,29.97002997002997,66.2727272727273,66.2727272727273
yfcc-batch1/694,29.97002997002997,67.4333333333333,67.4333333333333
yfcc-batch1/700,29.97002997002997,77.79310344827591,77.79310344827591
yfcc-batch1/697,29.97002997002997,69.8787878787879,69.8787878787879
yfcc-batch1/698,29.97002997002997,73.8695652173913,73.8695652173913
yfcc-batch1/708,24.0,62.1875,62.1875
yfcc-batch1/704,24.0,78.4666666666667,78.4666666666667
yfcc-batch1/716,25.0,70.9428571428571,70.9428571428571
yfcc-batch1/715,25.0,69.4838709677419,69.4838709677419
yfcc-batch1/714,29.97,24.34375,24.34375
yfcc-batch1/721,24.0,60.70588235294121,60.70588235294121
yfcc-batch1/718,29.97,59.8846153846154,59.8846153846154
yfcc-batch2/1186,29.97002997002997,73.1632653061225,73.1632653061225
yfcc-batch2/1189,29.97002997002997,62.01886792452829,62.01886792452829
yfcc-batch2/1188,29.97002997002997,70.6382978723404,70.6382978723404
yfcc-batch2/1190,29.97002997002997,71.57407407407409,71.57407407407409
yfcc-batch2/1191,29.97002997002997,71.82352941176471,71.82352941176471
yfcc-batch2/1192,29.97002997002997,79.2549019607843,79.2549019607843
yfcc-batch2/1194,29.97002997002997,57.9387755102041,57.9387755102041
yfcc-batch2/1195,29.97002997002997,72.3559322033898,72.3559322033898
yfcc-batch2/1193,23.976023976023978,58.8269230769231,58.8269230769231
yfcc-batch2/1196,29.97,59.6521739130435,59.6521739130435
yfcc-batch2/1198,29.97002997002997,58.6111111111111,58.6111111111111
yfcc-batch2/1197,29.97002997002997,77.1111111111111,77.1111111111111
yfcc-batch2/1201,29.97,52.0612244897959,52.0612244897959
yfcc-batch2/1203,29.97002997002997,55.03773584905661,55.03773584905661
yfcc-batch2/1206,29.97002997002997,61.2,61.2
yfcc-batch2/1208,29.97002997002997,57.96,57.96
yfcc-batch2/1207,29.97002997002997,71.2941176470588,71.2941176470588
yfcc-batch2/1209,29.97002997002997,80.54901960784309,80.54901960784309
yfcc-batch2/1210,25.0,69.2592592592593,69.2592592592593
yfcc-batch2/1211,29.97002997002997,71.37037037037041,71.37037037037041
yfcc-batch2/1212,29.97,84.56,84.56
yfcc-batch2/1214,29.97002997002997,51.43137254901961,51.43137254901961
yfcc-batch2/1215,29.97002997002997,65.3846153846154,65.3846153846154
yfcc-batch2/1217,24.0,54.842105263157904,54.842105263157904
yfcc-batch2/1216,29.97,62.5660377358491,62.5660377358491
yfcc-batch2/1220,15.0,66.3148148148148,66.3148148148148
yfcc-batch2/1223,29.97002997002997,61.48076923076921,61.48076923076921
yfcc-batch2/1221,29.97002997002997,67.48148148148151,67.48148148148151
yfcc-batch2/1222,29.97002997002997,77.7021276595745,77.7021276595745
yfcc-batch2/1224,29.97002997002997,62.5,62.5
yfcc-batch2/1225,24.0,67.3137254901961,67.3137254901961
yfcc-batch2/1226,29.97002997002997,60.3148148148148,60.3148148148148
yfcc-batch2/1228,29.97002997002997,67.7551020408163,67.7551020408163
yfcc-batch2/1227,29.97002997002997,54.54,54.54
yfcc-batch2/1230,29.97002997002997,49.5833333333333,49.5833333333333
yfcc-batch2/1229,29.97002997002997,66.948275862069,66.948275862069
yfcc-batch2/1232,29.97002997002997,53.1041666666667,53.1041666666667
yfcc-batch2/1234,23.976023976023978,64.7358490566038,64.7358490566038
yfcc-batch2/1235,29.97002997002997,60.8823529411765,60.8823529411765
yfcc-batch2/1237,29.97,71.5217391304348,71.5217391304348
yfcc-batch2/1238,29.97002997002997,74.265306122449,74.265306122449
yfcc-batch2/1241,29.97002997002997,71.04,71.04
yfcc-batch2/1244,29.97002997002997,75.7358490566038,75.7358490566038
yfcc-batch2/1243,29.97,70.6666666666667,70.6666666666667
yfcc-batch2/1242,29.97002997002997,50.811320754717,50.811320754717
yfcc-batch2/1245,29.97,81.6428571428571,81.6428571428571
yfcc-batch2/1246,29.97,79.25,79.25
yfcc-batch2/1247,29.97002997002997,59.8444444444444,59.8444444444444
yfcc-batch2/1248,29.97002997002997,68.08,68.08
yfcc-batch2/1252,23.976023976023978,56.1132075471698,56.1132075471698
yfcc-batch2/1256,29.97002997002997,51.23529411764712,51.23529411764712
yfcc-batch2/1255,25.0,81.377358490566,81.377358490566
yfcc-batch2/1258,29.97002997002997,55.88,55.88
yfcc-batch2/1259,29.97002997002997,66.0,66.0
yfcc-batch2/1264,24.0,69.9090909090909,69.9090909090909
yfcc-batch2/1265,29.97002997002997,58.28571428571429,58.28571428571429
yfcc-batch2/1267,24.0,43.65384615384621,43.65384615384621
yfcc-batch2/1266,25.0,61.4583333333333,61.4583333333333
yfcc-batch2/1269,29.97002997002997,63.5769230769231,63.5769230769231
yfcc-batch2/1271,29.97002997002997,46.0217391304348,46.0217391304348
yfcc-batch2/1272,29.97002997002997,68.8846153846154,68.8846153846154
yfcc-batch2/1274,29.97002997002997,70.3518518518519,70.3518518518519
yfcc-batch2/1275,24.0,57.7254901960784,57.7254901960784
yfcc-batch2/1277,29.97002997002997,62.1132075471698,62.1132075471698
yfcc-batch2/1276,29.97002997002997,67.92,67.92
yfcc-batch2/1279,24.0,36.1481481481482,36.1481481481482
yfcc-batch2/1284,25.0,66.8461538461538,66.8461538461538
yfcc-batch2/1285,23.976023976023978,81.7058823529412,81.7058823529412
yfcc-batch2/1286,24.0,54.5769230769231,54.5769230769231
yfcc-batch2/1287,29.97,50.843137254902,50.843137254902
yfcc-batch2/1290,29.97002997002997,54.288888888888906,54.288888888888906
yfcc-batch2/1291,29.97002997002997,73.4528301886792,73.4528301886792
yfcc-batch2/1292,29.97,57.9814814814815,57.9814814814815
yfcc-batch2/1293,29.97,61.0566037735849,61.0566037735849
yfcc-batch2/1295,15.0,59.4117647058824,59.4117647058824
yfcc-batch2/1296,23.976023976023978,83.79245283018871,83.79245283018871
yfcc-batch2/1298,25.0,74.4363636363636,74.4363636363636
yfcc-batch2/1297,29.97002997002997,67.08928571428571,67.08928571428571
yfcc-batch2/1299,29.97,69.5294117647059,69.5294117647059
yfcc-batch2/1300,29.97002997002997,75.72549019607841,75.72549019607841
